"","kingdom","phylum","class","order","family","genus","species"
"70c65dfe7712c37f189a22d910a02b02","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Pajaroellobacter","uncultured bacterium"
"43df562b89f46d903ec243b07f94f610","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
"f22b6208aaa6583a03d2be3458cff60c","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"5551f2cd1e1cd73299f7f1c389ee5fb9","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"2ab4a19fd4dad62cf52f2222e4d02b5f","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"9e9558ce77ef3b7ea532ec152f973fea","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","uncultured","metagenome"
"aba35dff59b8fd3061ae5b290061f300","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","uncultured","uncultured bacterium"
"31708d788d38b927f8decb018b0f2c04","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",NA
"3308262b2c56b8ac3cb3fc29795e4634","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium","uncultured Acidobacteria bacterium"
"bcc9d5e83d356b5cf8b5bb3eaeae31b7","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"c07707417b91d79573f709a49ccfeb17","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","uncultured bacterium"
"c6481bcf0f6b56dced0a12de2ca05438","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"5bf38707812189bbd6e45f9c0102f010","Bacteria","Chloroflexi","Anaerolineae","SBR1031","uncultured soil bacterium","unclassified","unclassified"
"5c281b5411c45760314869664840c1c1","Bacteria","Chloroflexi","Ktedonobacteria","C0119","uncultured Chloroflexi bacterium","unclassified","unclassified"
"a748644f19d583023dc29c7e00049cce","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae (Subgroup 3)","Bryobacter","metagenome"
"cf32c5cb221014fc3a96cb75a7ac430b","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella",NA
"b8681716c476bc9f3e71406ed6875218","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","uncultured","uncultured Ktedobacteria bacterium"
"00916fb57c031a26669ab3b38c6a7c7d","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","uncultured bacterium","unclassified"
"12564aa2f3cc7dc9ef59f15373ce2b30","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","uncultured","metagenome"
"cdc77c5eb22260524b122a3f6d041728","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","uncultured bacterium","unclassified"
"24f2a2eaa3cf8d12e275939a72c136a1","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","uncultured bacterium"
"81b5e96752fd7573f7b244d216fb519c","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"93c3d32c9faf6ff22db5d6984a08698c","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter",NA
"1770b60cc361af64465479a816a5234a","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"0d4d89c2176a5089aa69cc38659d6c1e","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"95b234452dbc194e06aec2c3297a3d8b","Bacteria","Acidobacteria","Subgroup 6","Unknown Order","Unknown Family","Luteitalea","Ambiguous_taxa"
"33fb9688597be4013f213e5fcd129b71","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter","metagenome"
"9144ef798587d38374abfbc3ea96edf6","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured",NA
"429f0d78747abe936b284ff5925214be","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","Ambiguous_taxa"
"9bae5443f2b74f0b59d8155af8e43052","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter",NA
"c46bd68d12554734c01b27fb7e5379a8","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter","uncultured Sphingobacteriaceae bacterium"
"9f0e01462f337178f31bfcd45dd1752c","Bacteria","Cyanobacteria","Sericytochromatia","Hyaloperonospora arabidopsidis","unclassified","unclassified","unclassified"
"f9d9953ee23ac21690e9ef419aef9877","Bacteria","Proteobacteria","Gammaproteobacteria","R7C24","metagenome","unclassified","unclassified"
"19d9d663f6c50fe348772871e1d090b6","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","uncultured bacterium","unclassified"
"6cff5e7b39a6bd8f36f6f370161d5d80","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella","Ambiguous_taxa"
"718c01bc034dbe0ca0003c6be9b43b53","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured bacterium","unclassified"
"d76a84aa4686a39d98eb477fc5f91172","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA
"79b63c7d1e2508495f6b157d906cef15","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","uncultured bacterium","unclassified"
"8a6d6532330da8d75fc32c8f99ed66be","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Herminiimonas",NA
"6fff9de1a084edd2840f78eda24e20c2","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","uncultured","uncultured bacterium"
"bc566dedc22a59574dbe53cec3cf35a5","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Arsenicitalea",NA
"39206651adf423feddd26c3148a48a62","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","uncultured proteobacterium"
"3d93177757037c99a35cfac957a4ab84","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured Gemmatimonadetes bacterium"
"655ca5e6604c317edd5bf284a41acc85","Bacteria","Elusimicrobia","Lineage IIb","uncultured soil bacterium","unclassified","unclassified","unclassified"
"d117f3c53dce023ad8a1d57050a1e11f","Bacteria","Proteobacteria","Gammaproteobacteria","CHAB-XI-27","uncultured bacterium","unclassified","unclassified"
"ab90ab24801bd45ae4c32dc78e16ebca","Bacteria","Patescibacteria","Parcubacteria","Candidatus Adlerbacteria","metagenome","unclassified","unclassified"
"a452235f0c154eaf3a14b645bf8333e9","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","KD3-10","uncultured bacterium","unclassified"
"3e2f733957c618b1fed5deebc85dc72e","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella",NA
"236f6cf3d917765276f370bc9ce66c7f","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"4df75c9cda737fe672fa487d19e7b21f","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga","uncultured Bacteroidetes bacterium"
"7244909a7a037b9105fd636f75c4a548","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured","metagenome"
"9dbb25fdf2f5c0d22e536fc334a60a9b","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured soil bacterium","unclassified","unclassified"
"6da93f12ae0f24b5264ebd6803751533","Bacteria","Chloroflexi","KD4-96","Ambiguous_taxa","unclassified","unclassified","unclassified"
"832260103e419f8fe467d7f1e90207c7","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia","uncultured Telluria sp."
"7a8b36f0f9e62c7d46edd8b68d6cb250","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"a1c4d2b4a4e1b1782813cded0017bffd","Bacteria","Acidobacteria","Subgroup 6","uncultured Acidobacteriaceae bacterium","unclassified","unclassified","unclassified"
"89c462ca9644a214bbfe52955139e1fc","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus Xiphinematobacter","metagenome"
"e73845cb87f73936c5b9f82b8b66428e","Bacteria","Proteobacteria","Gammaproteobacteria","R7C24","metagenome","unclassified","unclassified"
"a9481c45655bbef9b757f0dc9aa13287","Bacteria","Chloroflexi","KD4-96","uncultured bacterium","unclassified","unclassified","unclassified"
"8f2bbf684950fe48cf45d8e7c89010ff","Bacteria","Acidobacteria","Subgroup 17","uncultured bacterium","unclassified","unclassified","unclassified"
"768db2218d00bc83c39e34805ca54b2f","Bacteria","Verrucomicrobia","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","uncultured","metagenome"
"539e1a02e95e3d51e74e96079ca85d7f","Bacteria","Acidobacteria","Subgroup 6","uncultured microorganism","unclassified","unclassified","unclassified"
"885e148cf687324c9921bd25d3166c69","Bacteria","Rokubacteria","NC10","Rokubacteriales","uncultured bacterium","unclassified","unclassified"
"b2ec82b29adc815a9cedc5cfb9e930d6","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","uncultured","uncultured bacterium"
"bd37a1487e1f0d056398d73058d39772","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"2264925bd2062063ea079f909894f071","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","Ohtaekwangia",NA
"4fff8b4a6b8c242a7d9714e270d33c66","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","uncultured bacterium"
"fa175fd4eb1789eefe168d67f766e026","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
"acc88d87ee00564c32e52aa165fa9c20","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","uncultured",NA
"68f57aa1ff4394a6c84b64af5486b462","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Dinghuibacter","uncultured bacterium"
"8f26708364e2b5c963d704c26b32cd34","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Duganella",NA
"c344e344f4fec2dbcd350eaa60a7638e","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA
"e3daf5dc46e78f9640e5aa4e5cb5f650","Bacteria","Acidobacteria","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10",NA
"56ac2481a16f0044715e24c6fd69331c","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia",NA
"85c98d04872e36ca71cea5d5952576f0","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides","metagenome"
"12e17160db3690fa3ed2e7b3ca3b71bb","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia",NA
"5dac26102af83677234ba3ad0c68d50f","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"b04f8059cc49f28dc57c93ac45cc1ef8","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"8ef5b9973e0d2cfa33693c1c7562562c","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA
"3071748fa82e173c8b9a8ff2c1001b1a","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Chryseobacterium",NA
"f75ea98596704a6a0f5415cfed6a6388","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","uncultured soil bacterium","unclassified"
"2606490f9b11bf40a8b00a56ed0f885b","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured",NA
"1f680d33d73a1dad998fba903bb91590","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured planctomycete","unclassified"
"2a453f0814d9c68add5399785ae65656","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","uncultured bacterium","unclassified"
"468623b057a2684ccab63b98109dffb4","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Janthinobacterium",NA
"37459c6db60ac9cbb778a78faa2ea2d8","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Janthinobacterium",NA
"5593d8afa6a202ba69a4caccaa5b06dd","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"93afb14da6859c7e40ac29e911fc87a0","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",NA
"c763c363016449e832cde7fa06522ac3","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes",NA
"932b69e256c252d9a1270463baf4d570","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Friedmanniella",NA
"297dba05346f3137839c96160d6f993f","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagaceae","uncultured bacterium","unclassified"
"2f3f1a2054c5869cf2734a348724627c","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"fd91d474e9434f66fbdfbd3bd149a1f6","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"02df5d11f081575c4d8285110f6678c7","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Verrucomicrobium",NA
"5a4ea845187c1d52acb9bf7cc8e7887f","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","uncultured bacterium","unclassified"
"325a84fdb2f15b66404e1f207526ad6b","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatirosa","Gemmatirosa kalamazoonesis"
"feaaa70e0774dc7a99e9945a0fb7aff5","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Saccharibacillus",NA
"4f518ff59d11795a89f3d81e9dfcc687","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","bacterium Ellin516","unclassified"
"8309ba3e469262106637c1b6ab833390","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","uncultured bacterium"
"6ca7af99882cabc1dcfede1401f60c51","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","uncultured bacterium","unclassified"
"d4e8e91de61ae407c4e5e734aedce016","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium","metagenome"
"310d042408681b5123bf6d528233306e","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"fd6b9bfbd728643ea3e969134619eb35","Bacteria","Actinobacteria","Actinobacteria","Micrococcales","Promicromonosporaceae","Promicromonospora","Ambiguous_taxa"
"5c955a3c1d09526af03a55dffd079b6b","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","uncultured bacterium","unclassified","unclassified"
"a0689fa129f9a7b452e4f2d7110580cb","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"ca3d637c37916de2f2e7f6b25b0ffb54","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067",NA
"164ed974e53fbd5c1e9b26eb54dbbcb7","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes",NA
"1506f658d1d5d0f1caebce228b063200","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured Gemmatimonadetes bacterium"
"56c4184036585994e0a70a03be8b69cb","Bacteria","Actinobacteria","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Planotetraspora","Ambiguous_taxa"
"1e061bdd0025b57a30e50bd2d6da62eb","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","uncultured","Chitinophaga sp. BN130233"
"2fc1b8e7d9bedcfbe0cbb964d2af9b1b","Bacteria","Chloroflexi","TK10","metagenome","unclassified","unclassified","unclassified"
"54e6aa084f51b2eed8399cc3b153b038","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","uncultured Xanthomonadaceae bacterium"
"746b65fef370a653e1e857da586ef8e9","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","uncultured","uncultured bacterium"
"29222fd84d85092bfefbefc0679d6dc8","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"e93af5172860912e6cbf8445ec526a8f","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter",NA
"56de4198d472eda3920f48898f09273f","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Aminobacter",NA
"ee4ea5fdd4d2877b4e41cf9d3253ae7c","Bacteria","Acidobacteria","Blastocatellia (Subgroup 4)","11-24","uncultured bacterium","unclassified","unclassified"
"7548bf15c849e207437731c8df33600d","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium",NA
"5114d93b30a25241b0b65c3dc671da8a","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","metagenome","unclassified"
"072d315a306573a6f9590f99922a2be6","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","uncultured","uncultured bacterium"
"0b5870db93201b1d310794b03713841e","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","uncultured soil bacterium","unclassified"
"029b5e720cc2b9d9dc743b10a47243f1","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter","uncultured bacterium"
"78b735c70e1cb86f115bc6356268ed27","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Spirosomaceae","Dyadobacter",NA
"7971ae3486abe27363ab9cc6cff9ed73","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Caenimonas",NA
"098a15c1e75c6d4e59df9c0ebb920f98","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora",NA
"45ddf75e43f945cfb08304add5ecadd7","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Polycyclovorans",NA
"15573f8fc9204a9f4ab47981639506f3","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Lysobacter",NA
"70d16cda31ea466bda000ec73f2b250c","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Pseudorhodoferax","uncultured bacterium"
"d1a49165836e1edbf96d6d76e474fdf0","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Arenimonas",NA
"e7885a42c3da56877cbedd020d5473f4","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Dyella","Ambiguous_taxa"
"00e48c730b5a2b13cf7f013f51b405bd","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","Steroidobacter",NA
"e22350d93f478d4a3aa2a1ca86469213","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Duganella",NA
"0e9d28040342c14b1204dffbd97e4f05","Bacteria","Actinobacteria","Acidimicrobiia","uncultured","Ambiguous_taxa","unclassified","unclassified"
"981efc355118f6fd552a4e9a97c4d1fc","Bacteria","Gemmatimonadetes","Longimicrobia","Longimicrobiales","Longimicrobiaceae","uncultured bacterium","unclassified"
"fba30b46d04d1e892b2f026f3f3ad3cf","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"966d5a23f6327e6c0b0d11726a5fd318","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"6471887fe75b1c3fe4c3c917cdc26bcc","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
"8d31af3860e7ad04009a00c991760b95","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Niastella","Ambiguous_taxa"
"5d6370feefc780fb75336cf6d2b9b8b7","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"24e12438415edccdb9f9223ec6a52732","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Actinoplanes","Ambiguous_taxa"
"39d57ffebf1e28c6b4af7428379a6252","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter","uncultured bacterium"
"47c631850aad1107e48591b5ba390e2f","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"36d00038cf08af8696cd42ddc5f74f27","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","uncultured",NA
"3bf0c6da1f4be081f17c8b16d560dafd","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria Incertae Sedis","Unknown Family","Acidibacter","uncultured bacterium"
"0edeacc58186dbc0643f9c6875bee6a6","Bacteria","Chloroflexi","Ktedonobacteria","C0119","uncultured bacterium","unclassified","unclassified"
"5680ebf50fd57dc27f7391fa020fdf9a","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured bacterium","unclassified"
"c7f31d47e1d5be79040bffd0160407da","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Ramlibacter",NA
"173d7a563c199c2f6e2f96eb14a0de0b","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"6b27e8a8124a954f5ac60da0052af4a3","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia",NA
"00e88b7c0b49d06715ad53e5aa5ae958","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus",NA
"8502140bcb6e59b53ef245eb37f432ed","Bacteria","Planctomycetes","Phycisphaerae","Tepidisphaerales","WD2101 soil group","uncultured bacterium","unclassified"
"5f9b49293680cc0825c22c210f2ce634","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","TRA3-20","metagenome","unclassified"
"efd8490b327f6ac4b4d97b63e1092aa6","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","Ambiguous_taxa","unclassified"
"44df0ab8ff3e51e6b67399ff8b635ffc","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"2266e13728c90b38c3a579a8b249ff81","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","KD3-93","uncultured Bacteroidetes bacterium","unclassified"
"3fde14fcbd50996e46361ccae287341d","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"fbfbb974a4eff42989e00c83ab1d6772","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus Udaeobacter","uncultured Xiphinematobacteriaceae bacterium"
"a3826ac8c3dbde2865da4706cedc4417","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"fb97d3f9f647d2c6d51437d6ac4e8a22","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","uncultured Rhodanobacter sp."
"bd4371b3220f3bc98e8b7928e10df01c","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","uncultured bacterium"
"065914372373b99397cc2fd08698e07a","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter",NA
"0c998b2ff00f57834654ad9f32fbce3c","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Taibaiella",NA
"1216a8460cc4345a73b6877fb0600df4","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"eaa416069767c07bd2540ab09453ea27","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"302624ddae9cd56e2fc18b7a91e8ac30","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"05e94013da74f4eafdfbe369d944dead","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","uncultured","uncultured bacterium Ak20-3"
"5b4b62b071a949d29a936df86f2b6c39","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","uncultured delta proteobacterium","unclassified"
"55d7f2659b59a4095fe64ac971cb15f4","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"c4ea3a53652dccc2bdc51accf9d1244c","Bacteria","Bacteroidetes","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"431ac6f34f81696f5fe032aa0df0ccc0","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Massilia",NA
"5dac85bd249d532fe5a90d519aeabdca","Bacteria","Actinobacteria","0319-7L14","uncultured bacterium","unclassified","unclassified","unclassified"
"944122e792394b160078605f8a47149d","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter",NA
"9792ed448534932ae488a72e7a49e4ba","Bacteria","Chloroflexi","KD4-96","Ambiguous_taxa","unclassified","unclassified","unclassified"
"00c54186684b16f342f6dc9da54e3849","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","uncultured",NA
"1556cf648d13d652db1e677a519554d5","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Methylophilaceae","Methylotenera","Ambiguous_taxa"
